Date,Open,High,Low,Close,Adj Close,Volume
2015-06-01,1190.599976,1204.000000,1164.000000,1171.500000,1171.500000,6252
2015-07-01,1173.099976,1173.099976,1078.599976,1094.900024,1094.900024,216892
2015-08-01,1095.500000,1169.000000,1080.500000,1131.599976,1131.599976,13251
2015-09-01,1133.500000,1155.900024,1098.199951,1115.500000,1115.500000,9119
2015-10-01,1115.199951,1189.000000,1105.800049,1141.500000,1141.500000,4321
2015-11-01,1137.900024,1138.699951,1051.099976,1065.800049,1065.800049,206445
2015-12-01,1064.599976,1098.800049,1046.199951,1060.300049,1060.300049,10149
2016-01-01,1063.400024,1125.699951,1063.199951,1116.400024,1116.400024,229558
2016-02-01,1116.699951,1260.800049,1115.300049,1233.900024,1233.900024,13930
2016-03-01,1240.500000,1280.699951,1210.000000,1234.199951,1234.199951,244751
2016-04-01,1232.300049,1295.500000,1209.199951,1289.199951,1289.199951,9954
2016-05-01,1292.099976,1304.400024,1199.000000,1214.800049,1214.800049,271888
2016-06-01,1215.699951,1355.599976,1205.400024,1318.400024,1318.400024,13380
2016-07-01,1324.500000,1374.900024,1312.800049,1349.000000,1349.000000,281653
2016-08-01,1348.800049,1366.000000,1306.300049,1306.900024,1306.900024,11854
2016-09-01,1305.300049,1350.500000,1301.500000,1313.300049,1313.300049,18630
2016-10-01,1313.500000,1316.800049,1248.900024,1271.500000,1271.500000,5775
2016-11-01,1279.300049,1318.599976,1167.900024,1170.800049,1170.800049,242622
2016-12-01,1172.699951,1186.699951,1123.900024,1150.000000,1150.000000,9972
2017-01-01,1155.199951,1219.000000,1146.500000,1208.599976,1208.599976,289655
2017-02-01,1211.900024,1263.099976,1197.900024,1252.599976,1252.599976,11087
2017-03-01,1247.800049,1257.699951,1196.199951,1247.300049,1247.300049,251026
2017-04-01,1247.500000,1294.800049,1243.000000,1266.099976,1266.099976,9065
2017-05-01,1268.699951,1273.199951,1214.000000,1272.000000,1272.000000,404733
2017-06-01,1268.000000,1295.199951,1238.099976,1240.699951,1240.699951,8948
2017-07-01,1236.000000,1270.800049,1208.599976,1266.599976,1266.599976,292633
2017-08-01,1268.400024,1323.800049,1251.400024,1316.199951,1316.199951,10098
2017-09-01,1320.199951,1355.800049,1277.000000,1281.500000,1281.500000,26808
2017-10-01,1275.000000,1303.800049,1260.500000,1267.000000,1267.000000,3513
2017-11-01,1272.199951,1296.199951,1265.300049,1273.199951,1273.199951,326214
2017-12-01,1274.099976,1306.300049,1236.500000,1306.300049,1306.300049,7596
2018-01-01,1302.300049,1362.400024,1302.300049,1339.000000,1339.000000,338322
2018-02-01,1343.800049,1361.400024,1307.000000,1315.500000,1315.500000,10243
2018-03-01,1310.400024,1354.400024,1301.800049,1322.800049,1322.800049,356297
2018-04-01,1327.000000,1365.400024,1309.599976,1316.199951,1316.199951,6114
2018-05-01,1313.199951,1320.800049,1285.199951,1300.099976,1300.099976,441893
2018-06-01,1298.599976,1307.699951,1244.800049,1251.300049,1251.300049,5166
2018-07-01,1249.900024,1262.300049,1211.699951,1223.699951,1223.699951,319715
2018-08-01,1222.900024,1223.699951,1161.400024,1200.300049,1200.300049,5996
2018-09-01,1193.800049,1206.199951,1180.000000,1191.500000,1191.500000,23406
2018-10-01,1191.599976,1238.599976,1183.699951,1212.300049,1212.300049,4126
2018-11-01,1215.400024,1236.000000,1196.300049,1220.199951,1220.199951,304805
2018-12-01,1222.500000,1281.300049,1221.300049,1278.300049,1278.300049,4402
2019-01-01,1286.000000,1325.400024,1275.300049,1319.699951,1319.699951,270998
2019-02-01,1320.300049,1344.000000,1301.599976,1312.800049,1312.800049,7989
2019-03-01,1312.199951,1322.900024,1281.000000,1293.000000,1293.000000,295700
2019-04-01,1291.800049,1309.099976,1266.000000,1282.800049,1282.800049,6961
2019-05-01,1278.699951,1306.400024,1266.599976,1305.800049,1305.800049,248448
2019-06-01,1307.000000,1433.300049,1307.000000,1409.699951,1409.699951,6517
2019-07-01,1386.599976,1444.199951,1382.800049,1426.099976,1426.099976,302051
2019-08-01,1411.300049,1549.300049,1400.900024,1519.099976,1519.099976,17142
2019-09-01,1522.900024,1553.199951,1463.500000,1465.699951,1465.699951,17674
2019-10-01,1468.699951,1518.199951,1458.300049,1511.400024,1511.400024,5233
2019-11-01,1511.000000,1511.599976,1447.099976,1465.599976,1465.599976,443701
2019-12-01,1462.800049,1523.400024,1453.300049,1519.500000,1519.500000,13046
2020-01-01,1518.099976,1604.199951,1518.000000,1582.900024,1582.900024,316262
2020-02-01,1592.900024,1686.599976,1547.699951,1564.099976,1564.099976,9617
2020-03-01,1583.900024,1701.599976,1452.099976,1583.400024,1583.400024,123957
2020-04-01,1570.000000,1775.000000,1570.000000,1684.199951,1684.199951,14324
2020-05-01,1686.599976,1770.500000,1670.500000,1736.900024,1736.900024,168568
2020-06-01,1740.400024,1793.199951,1668.599976,1793.000000,1793.000000,16436
2020-07-01,1793.599976,1981.099976,1765.800049,1962.800049,1962.800049,246967
2020-08-01,1984.300049,2063.000000,1871.599976,1967.599976,1967.599976,11710
2020-09-01,1961.699951,1986.300049,1851.500000,1887.500000,1887.500000,17781
2020-10-01,1884.099976,1929.099976,1858.800049,1877.400024,1877.400024,9613
2020-11-01,1872.900024,1963.199951,1762.300049,1775.699951,1775.699951,288589
2020-12-01,1775.000000,1908.000000,1774.900024,1893.099976,1893.099976,12142
2021-01-01,1912.199951,1959.900024,1802.000000,1847.300049,1847.300049,225930
2021-02-01,1866.599976,1871.900024,1764.300049,1796.400024,1796.400024,13240
